DestinationMacAddr,SourceMacAddr,SourceIPAddr,DestinationIPAddr,SourcePort,DestinationPort

1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,2a1:111:f10:700:00:00:6fdd:54a1,60636,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,2a1:111:f10:700:00:00:6fdd:54a1,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,60636
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,2a1:111:f10:700:00:00:6fdd:54a1,60636,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,260:1417:073:1b6:00:00:00:0b,62071,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,260:1417:073:1b6:00:00:00:0b,62071,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,260:1417:073:1b6:00:00:00:0b,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62071
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,260:1417:073:1b6:00:00:00:0b,62071,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,260:1417:073:1b6:00:00:00:0b,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62071
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.212.240.37,61002,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.212.240.37,192.168.43.33,443,61002
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,260:1417:073:1b6:00:00:00:0b,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62071
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,260:1417:073:1b6:00:00:00:0b,62071,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,59152,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,59152
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62084,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62084
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,74.125.24.189,192.168.43.33,443,61958
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,74.125.24.189,61958,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.24.24,62074,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.24.24,192.168.43.33,443,62074
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.40.0,62067,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.40.0,192.168.43.33,443,62067
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,266:280:147:12f:3c:1ba0:fc6:265a,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62083
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,266:280:147:12f:3c:1ba0:fc6:265a,62083,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,50078,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,63769,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,60158,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,65291,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,50078,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,63769,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,60158,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,65291,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,63769
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,63769
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,50078
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,57607,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,50078
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,57607
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,57938,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,57938
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,60158
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,60158
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,65291
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,64138,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,64138
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,58265,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,58265
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,65291
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,34.214.149.136,192.168.43.33,443,60853
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,34.214.149.136,60853,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,34.214.149.136,192.168.43.33,443,60853
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,65501,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,49494,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,65501
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,49494
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,56612,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,56612
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,61723,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,61723
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,49866,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,49866
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.26.238,62093,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.26.238,192.168.43.33,443,62093
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
ff:ff:ff:ff:ff:ff,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.255,137,137
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,57350,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,57350,5355
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,59908,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,59908,5355
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,59908,5355
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,57350,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,57350,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,59908,5355
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
ff:ff:ff:ff:ff:ff,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.255,137,137
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
ff:ff:ff:ff:ff:ff,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.255,137,137
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62089
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62089,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.37,192.168.43.33,443,62059
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,2620:1ec:042:00:00:00:00:132,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62054
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,74.125.24.189,192.168.43.33,443,61958
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,74.125.24.189,61958,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.212.240.37,61002,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.212.240.37,192.168.43.33,443,61002
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,2a1:111:f10:700:00:00:6fdd:54a1,60636,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,2a1:111:f10:700:00:00:6fdd:54a1,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,60636
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,2a1:111:f10:700:00:00:6fdd:54a1,60636,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.166.69,62068,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.166.69,62068,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.166.69,62068,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.166.69,192.168.43.33,443,62068
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,172.217.166.69,192.168.43.33,443,62068
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,172.217.166.69,62068,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,51099,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,61840,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,51099
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,61840
